CONCEPTICON_ID	GLOSS	SEMANTIC_FIELD	ONTOLOGICAL_CATEGORY	ILI	POS
2632	AREA UNDER HOUSE	The house	Person/Thing		n
2633	BLACK OR DARK	Sense perception	Property		a
2634	WE TWO	Kinship	Other		n
2635	THEY TWO	Kinship	Other		n
2636	WE TWO (EXCLUSIVE)	Kinship	Other		n
2637	WE TWO (INCLUSIVE)	Kinship	Other		n
2638	FISHING	Basic actions and technology	Action/Process		v
2639	FISHING (WITH A NET)	Basic actions and technology	Action/Process		v
2640	LARVA	Animals	Person/Thing		n
2641	MYTHICAL BEING	Religion and belief	Person/Thing		n
2642	HE OR SHE	Kinship	Other		n
2643	INK	Modern world	Person/Thing		n
2644	GRANDFATHER OR OLDER BROTHER	Kinship	Person/Thing		n
2645	MAN OR PERSON	Kinship	Person/Thing		n
2646	HUSBAND OR MALE PERSON	Kinship	Person/Thing		n
2647	CATTY (MASS UNIT)	Basic actions and technology	Classifier		n
2648	HAIR (HEAD)	The body	Person/Thing		n
2649	COCONUT SHELL LADLE	Food and drink	Person/Thing		n
2650	ALL OR MANY	Quantity	Other		n
2651	BE IGNORANT	Cognition	Action/Process		v
2652	BROAD OR WIDE	Spatial relations	Property		a
2653	NET (FOR CATCHING)	Basic actions and technology	Person/Thing		n
2654	VIPER	Animals	Person/Thing		n
2655	JACKFRUIT	Agriculture and vegetation	Person/Thing		n
2656	MIDNIGHT	Time	Person/Thing		n
2657	LADLE	Food and drink	Person/Thing		n
2658	COAL	The physical world	Person/Thing		n
2659	CHARCOAL OR COAL	The physical world	Person/Thing		n
2660	DO NOT DO IT	Speech and language	Action/Process		v
2661	PEOPLE OR PERSON	Kinship	Person/Thing		n
2662	TOENAIL	The body	Person/Thing		n
2663	UMBILICAL CORD	The body	Person/Thing		n
2664	SCAB	The body	Person/Thing		n
2665	WART	The body	Person/Thing		n
2666	SOLE (FOOT)	The body	Person/Thing		n
2667	TORSO	The body	Person/Thing		n
2668	SKELETON	The body	Person/Thing		n
2669	POINT (WITH FINGER)	The body	Person/Thing		n
2670	ACROSS	Spatial relations	Other		n
2671	PENIS SHEATH	Clothing and grooming	Person/Thing		n
2672	HEADWATERS	The physical world	Person/Thing		n
2673	BIRD OF PARADISE	Animals	Person/Thing		n
2674	ORAL CAVITY	The body	Person/Thing		n
2675	FIRE OR FIREWOOD	The physical world	Person/Thing		n
2676	TWO HUNDRED	Quantity	Number		a
2677	SPEARTHROWER	Warfare and hunting	Person/Thing		n
2678	HAIR OR FUR	The body	Person/Thing		n
2679	BLOW (WITH NOSE)	Basic actions and technology	Action/Process		v
2680	MACHETE	Food and drink	Person/Thing		n
2681	LUTE	Speech and language	Person/Thing		n
2682	AUNT OR UNCLE	Kinship	Person/Thing		n
2683	EAGLE OR HAWK	Animals	Person/Thing		n
2684	CAPRINE (GOAT OR SHEEP)	Animals	Person/Thing		n
2685	CARP (FISH)	Animals	Person/Thing		n
2686	CRUSTACEANS (PRAWNS OR SHRIMP)	Animals	Person/Thing	i78058	n
2687	STEELYARD (BALANCE)	Basic actions and technology	Person/Thing		n
2688	FOOT (UNIT)	Basic actions and technology	Person/Thing		n
2689	LADDER OR STAIRS	Basic actions and technology	Person/Thing		n
2690	UNCLE (HUSBAND OF FATHER'S SISTER)	Kinship	Person/Thing		n
2691	PATERNAL AUNT (FATHER'S SISTER)	Kinship	Person/Thing		n
2692	MATERNAL UNCLE (MOTHER'S BROTHER)	Kinship	Person/Thing		n
2693	MATERNAL AUNT (MOTHER'S SISTER)	Kinship	Person/Thing		n
2694	MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)	Kinship	Person/Thing		n
2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)	Kinship	Person/Thing		n
2696	BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)	Kinship	Person/Thing		n
2697	BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)	Kinship	Person/Thing		n
2698	BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER)	Kinship	Person/Thing		n
2699	BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)	Kinship	Person/Thing		n
2700	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	Kinship	Person/Thing		n
2701	SISTER-IN-LAW (HUSBAND'S YOUNGER SISTER)	Kinship	Person/Thing		n
2702	GRANDSON (SON'S SON)	Kinship	Person/Thing		n
2703	GRANDCHILD (DAUGHTER'S OFFSPRING)	Kinship	Person/Thing		n
2704	FADE (LOOSE COLOR)	Basic actions and technology	Action/Process		v
2705	INHALE	Basic actions and technology	Action/Process		v
2706	GNAW	Basic actions and technology	Action/Process		v
2707	CLOG (SOMETHING)	Basic actions and technology	Action/Process		v
2708	TALK	Basic actions and technology	Action/Process		v
2709	FLATTER	Basic actions and technology	Action/Process		v
2710	TAKE A PHOTO	Basic actions and technology	Action/Process		v
2711	TRANSPORT	Basic actions and technology	Action/Process		v
2712	GET DIZZY	Basic actions and technology	Action/Process		v
2713	HAVE A FEVER	Basic actions and technology	Action/Process		v
2714	HAVE DIARRHEA	Basic actions and technology	Action/Process		v
2715	DESPISE	Basic actions and technology	Action/Process		v
2716	BLAME (SOMEBODY)	Emotions and values	Action/Process		v
2717	STEEP	Spatial relations	Property		a
2718	STRONG (OF DRINK)	Food and drink	Property		a
2719	FAT (OILY)	Food and drink	Property		a
2720	FISH (CLASSIFIER)	Quantity	Classifier		n
2721	TREE (CLASSIFIER)	Quantity	Classifier		n
2722	TUFT (CLASSIFIER)	Quantity	Classifier		n
2723	BUD (CLASSIFIER)	Quantity	Classifier		n
2724	CHAIN (CLASSIFIER)	Quantity	Classifier		n
2725	PORTION (CLASSIFIER)	Quantity	Classifier		n
2726	STALK (CLASSIFIER)	Quantity	Classifier		n
2727	BOTTLE (CLASSIFIER)	Quantity	Classifier		n
2728	MOUTHFUL (CLASSIFIER)	Quantity	Classifier		n
2729	SHEET (CLASSIFIER)	Quantity	Classifier		n
2730	HAT (CLASSIFIER)	Quantity	Classifier		n
2731	NEEDLE (CLASSIFIER)	Quantity	Classifier		n
2732	HOUSE (CLASSIFIER)	Quantity	Classifier		n
2733	BRIDGE (CLASSIFIER)	Quantity	Classifier		n
2734	DOOR (CLASSIFIER)	Quantity	Classifier		n
2735	CAR (CLASSIFIER)	Quantity	Classifier		n
2736	SHIP (CLASSIFIER)	Quantity	Classifier		n
2737	AFFAIR (CLASSIFIER)	Quantity	Classifier		n
2738	DEAL (CLASSIFIER)	Quantity	Classifier		n
2739	WALK (CLASSIFIER)	Quantity	Classifier		n
2740	BEAT (CLASSIFIER)	Quantity	Classifier		n
2741	BIT (CLASSIFIER)	Quantity	Classifier		n
2742	SUNNY DAY	The physical world	Person/Thing		n
2743	CLOUDY DAY	The physical world	Person/Thing		n
2744	PLUM BLOSSOM	Agriculture and vegetation	Person/Thing		n
2745	APRICOT BLOSSOM	Agriculture and vegetation	Person/Thing		n
2746	PEACH BLOSSOM	Agriculture and vegetation	Person/Thing		n
2747	OSMANTHUS FRAGRANS	Agriculture and vegetation	Person/Thing		n
2748	SWEET OLIVE FLOWER	Agriculture and vegetation	Person/Thing		n
2749	UNHUSKED RICE	Agriculture and vegetation	Person/Thing		n
2750	GLUTINOUS RICE	Agriculture and vegetation	Person/Thing		n
2751	BY (PASSIVE MARKER)	Basic actions and technology	Other		n
2753	UNTIL	Time	Other		n
2754	TOWARDS	Spatial relations	Other		n
2755	BUSY	Time	Property		a
2756	IDLE	Time	Person/Thing		n
2757	ANGULAR (SQUAREFORMED)	Spatial relations	Person/Thing		n
2758	CAREFUL	Basic actions and technology	Property		a
2759	RECOMMEND	Basic actions and technology	Action/Process		v
2760	MAKE A JOKE	Speech and language	Action/Process		v
2761	BEND (ONESELF)	Basic actions and technology	Action/Process		v
2762	BLOCK (THE WAY)	Basic actions and technology	Action/Process		v
2763	CARRY HORIZONTALLY	Basic actions and technology	Action/Process		v
2764	CHICKEN NEST	Animals	Person/Thing		n
2765	CHERRY	Agriculture and vegetation	Person/Thing		n
2766	WATERMELON	Agriculture and vegetation	Person/Thing		n
2767	MEAT DISHES	Food and drink	Person/Thing		n
2768	LITCHI	Agriculture and vegetation	Person/Thing		n
2769	PORK	Food and drink	Person/Thing		n
2770	JACKET	Clothing and grooming	Person/Thing		n
2771	SHAWL	Clothing and grooming	Person/Thing		n
2772	KITCHEN KNIFE	Food and drink	Person/Thing		n
2773	FINGERTIP	The body	Person/Thing		n
2774	LITTLE FINGER	The body	Person/Thing		n
2775	FORENOON	Time	Person/Thing		n
2776	WILD GOOSE	Animals	Person/Thing		n
2777	PIG TONGUE	The body	Person/Thing		n
2778	PIG LIVER	The body	Person/Thing		n
2779	CHICKEN EGG	Food and drink	Person/Thing		n
2782	FOOT (MEASURE)	Quantity	Person/Thing		n
2783	SCALES (MEASURE INSTRUMENT)	Quantity	Person/Thing		n
2784	CRUCIAN CARP	Animals	Person/Thing		n
2785	BIVALVIA (MUSSELS OR OYSTERS)	Animals	Person/Thing		n
2787	CONSUME (DRINK OR EAT)	Food and drink	Action/Process		v
2788	LADLE (WATER)	Food and drink	Action/Process		v
2789	BURP	Basic actions and technology	Action/Process		v
2790	HIGH OR TALL	Spatial relations	Property		a
2791	THIS MONTH	Time	Person/Thing		n
2792	LAST MONTH	Time	Person/Thing		n
2793	NEXT MONTH	Time	Person/Thing		n
2794	FIELD (UPLAND)	Agriculture and vegetation	Person/Thing		n
2795	MOSQUITO NET	Basic actions and technology	Person/Thing		n
2796	FISHING (WITH A HOOK)	Warfare and hunting	Action/Process		v
2797	SESAME	Agriculture and vegetation	Person/Thing		n
2798	RIVER OR WATER	The physical world	Person/Thing		n
2799	LANGUAGE OR WORD	Speech and language	Person/Thing		n
2800	FEMALE PERSON OR MOTHER	Kinship	Person/Thing		n
2801	TOMORROW OR YESTERDAY	Time	Other		n
2802	SAGO GRUB	Animals	Person/Thing		n
2803	LEAF SPINE	Agriculture and vegetation	Person/Thing		n
2804	AMULET	Religion and belief	Person/Thing		n
2805	BIRTH (ACCOUCHEMENT)	Basic actions and technology	Person/Thing		n
2806	BLACK MAN	Kinship	Person/Thing		n
2807	BLACK WOMAN	Kinship	Person/Thing		n
2808	BLACKEN	Basic actions and technology	Action/Process		v
2809	BLUEBERRY	Agriculture and vegetation	Person/Thing		n
2810	BREASTBONE	The body	Person/Thing		n
2811	BUSHFIRE	Basic actions and technology	Person/Thing		n
2812	CRAB CLAW	Animals	Person/Thing		n
2813	CRAYFISH (FRESHWATER)	Animals	Person/Thing		n
2814	CUTTLEFISH	Animals	Person/Thing		n
2815	DIALECT	Speech and language	Person/Thing		n
2816	ECHO	Sense perception	Person/Thing		n
2817	EMU	Animals	Person/Thing		n
2818	FORD (CROSSING)	The physical world	Person/Thing		n
2819	GRASSLAND	Agriculture and vegetation	Person/Thing		n
2820	HIP BONE	The body	Person/Thing		n
2821	JEALOUS	Emotions and values	Property		a
2822	KANGAROO RAT	Animals	Person/Thing		n
2823	KANGAROO SKIN	Animals	Person/Thing		n
2824	KNUCKLE	The body	Person/Thing		n
2825	LEFT HANDED	Basic actions and technology	Property		a
2826	LIE (FALSEHOOD)	Emotions and values	Person/Thing		n
2827	MENSTRUATE	Basic actions and technology	Action/Process		v
2828	MOTH	Animals	Person/Thing		n
2829	MUSSELS	Animals	Person/Thing		n
2830	OYSTERS	Animals	Person/Thing		n
2831	PENGUIN	Animals	Person/Thing		n
2832	PYRE	Religion and belief	Person/Thing		n
2833	RUM	Food and drink	Person/Thing		n
2834	SCROTUM	The body	Person/Thing		n
2835	SHOOTING STAR	The physical world	Person/Thing		n
2836	STARLIGHT	The physical world	Person/Thing		n
2837	SWAN	Animals	Person/Thing		n
2838	TAME	Animals	Property		a
2839	WHITE MAN	Kinship	Person/Thing		n
2840	WHITE WOMAN	Kinship	Person/Thing		n
2841	WOMBAT	Animals	Person/Thing		n
2842	TURMERIC	Agriculture and vegetation	Person/Thing		n
2843	CAULIFLOWER	Agriculture and vegetation	Person/Thing		n
2844	YOU (FORMAL ADDRESS)	Kinship	Other		n
2845	SIZE (OF OBJECT)	Spatial relations	Person/Thing		n
2846	MARCH	Time	Person/Thing		n
2847	APRIL	Time	Person/Thing		n
2848	MAY (MONTH)	Time	Person/Thing		n
2849	JUNE	Time	Person/Thing		n
2850	JULY	Time	Person/Thing		n
2851	AUGUST	Time	Person/Thing		n
2852	SEPTEMBER	Time	Person/Thing		n
2853	OCTOBER	Time	Person/Thing		n
2854	NOVEMBER	Time	Person/Thing		n
2855	DECEMBER	Time	Person/Thing		n
2856	CHANGE (SOMETHING)	Spatial relations	Action/Process		v
2857	CHANGE (BECOME DIFFERENT)	Spatial relations	Action/Process		v
2858	STREAM (FLOW CONTINUOUSLY)	Spatial relations	Action/Process		v
2859	SMOKE (EMIT SMOKE)	Basic actions and technology	Action/Process		v
2860	BOLT (MOVE IN HASTE)	Motion	Action/Process		v
2861	BUDGE (ONESELF)	Motion	Action/Process		v
2862	CONNECT	Motion	Action/Process		v
2863	DASH (OF VEHICLE)	Motion	Action/Process		v
2864	DECREASE	Basic actions and technology	Action/Process		v
2865	DIE (FROM ACCIDENT)	Basic actions and technology	Action/Process		v
2866	DROP (SOMETHING)	Basic actions and technology	Action/Process	i31618	v
2867	CALCULATE	Modern world	Action/Process		v
2868	DRIVE (CATTLE)	Animals	Action/Process		v
2869	BOTHER (HARASS)	Emotions and values	Action/Process		v
2870	RECOGNIZE (SOMEBODY)	Basic actions and technology	Action/Process		v
2871	SWING (MOVEMENT)	Basic actions and technology	Action/Process		v
2872	IMPROVE (SOMETHING)	Basic actions and technology	Action/Process		v
2873	MOVE (AFFECT EMOTIONALLY)	Basic actions and technology	Action/Process		v
2874	MOVE (ONESELF)	Basic actions and technology	Action/Process		v
2875	RING (MAKE SOUND)	Basic actions and technology	Action/Process		v
2876	ROAR (OF SEA)	Basic actions and technology	Action/Process		v
2877	RUSTLE (OF LEAVES)	Basic actions and technology	Action/Process		v
2878	SEAT (SOMEBODY)	Basic actions and technology	Action/Process		v
2879	SOUND (OF INSTRUMENT OR VOICE)	Basic actions and technology	Action/Process		v
2880	HALT (STOP)	Basic actions and technology	Action/Process		v
2881	URGE (SOMEONE)	Emotions and values	Action/Process		v
2882	ADD	Basic actions and technology	Action/Process		v
2883	DISTURB	Emotions and values	Action/Process		v
2884	HANG	Basic actions and technology	Action/Process		v
2885	HERD (SOMETHING)	Basic actions and technology	Action/Process		v
2886	PRODUCE	Modern world	Action/Process		v
2887	THAW (DEW)	Basic actions and technology	Action/Process		v
2888	TINKLE	Basic actions and technology	Action/Process		v
2889	TWINKLE	Basic actions and technology	Action/Process		v
2890	WALK (TAKE A WALK)	Basic actions and technology	Action/Process		v
2891	TIE UP (TETHER)	Basic actions and technology	Action/Process		v
2892	MAKE ANGRY (ANNOY)	Emotions and values	Action/Process		v
2893	NOTICE (SOMETHING)	Basic actions and technology	Action/Process		v
2894	TUMBLE (FALL DOWN)	Basic actions and technology	Action/Process		v
2895	MAKE NOISE	Basic actions and technology	Action/Process		v
2896	CAUSE TO (LET)	Basic actions and technology	Action/Process		v
2897	CHIME (ACTION)	Modern world	Action/Process		v
2898	CONVEY (A MESSAGE)	Basic actions and technology	Action/Process		v
2899	JOG (SOMETHING)	Basic actions and technology	Action/Process		v
2900	PROTECT	Basic actions and technology	Action/Process		v
2901	SWING (SOMETHING)	Basic actions and technology	Action/Process		v
2902	BRAWL (FIGHT)	Basic actions and technology	Action/Process		v
2903	CHAT (WITH SOMEBODY)	Basic actions and technology	Action/Process		v
2904	RINSE	Basic actions and technology	Action/Process		v
2905	KNIT	Basic actions and technology	Action/Process		v
2906	TRANSLATE	Basic actions and technology	Action/Process		v
2907	ROT	Basic actions and technology	Action/Process		v
2908	GUEST OR STRANGER	Kinship	Person/Thing		n
2909	PREPARE	Basic actions and technology	Action/Process		v
2910	BACK (DIRECTION)	Spatial relations	Other		n
2911	BACKWARD	Spatial relations	Other		n
2912	FORWARD	Spatial relations	Other		n
2914	ONCE (IN THE PAST)	Time	Other		n
2915	AT FIRST	Time	Other		n
2916	INSTANTLY (IMMEDIATELY)	Time	Other		n
2917	NEXT TO	Spatial relations	Other		n
2918	BECAUSE OF	Basic actions and technology	Other		n
2919	STILL (CONTINUING)	Time	Other		n
2920	SUDDENLY	Time	Other		n
2921	THEN	Time	Other		n
2922	AT THAT TIME	Time	Other		n
2923	THITHER (THERE TO)	Spatial relations	Other		n
2924	A LITTLE	Basic actions and technology	Other		n
2925	HITHER (HERE TO)	Spatial relations	Other		n
2926	HARDLY	Basic actions and technology	Other		n
2927	FROM HERE	Spatial relations	Other		n
2928	WHITHER (WHERE TO)	Spatial relations	Other		n
2929	BENEFIT	Modern world	Person/Thing		n
2930	BOSS	Modern world	Person/Thing		n
2931	BUSINESS	Modern world	Person/Thing		n
2932	COLD (CHILL)	Sense perception	Person/Thing		n
2933	CONVERSATION	Speech and language	Person/Thing		n
2934	CUCKOO	Animals	Person/Thing		n
2935	CURRENT (STREAM)	The physical world	Person/Thing		n
2936	ELEVATION	The physical world	Person/Thing		n
2937	FAIRY TALE	Modern world	Person/Thing		n
2938	FLAVOR	Sense perception	Person/Thing		n
2939	FLOCK (OF ANIMALS)	Animals	Person/Thing		n
2940	GATE	The house	Person/Thing		n
2941	HAPPINESS	Emotions and values	Person/Thing		n
2942	HOARFROST	Sense perception	Person/Thing		n
2943	BUNDLE	Basic actions and technology	Person/Thing		n
2944	CALL (APPEAL)	Speech and language	Person/Thing		n
2945	COUNT (QUANTITY)	Quantity	Person/Thing		n
2946	CRADLE	Modern world	Person/Thing		n
2947	DAMAGE (INJURY)	Modern world	Person/Thing		n
2948	GAP (DISTANCE)	Spatial relations	Person/Thing		n
2949	LAIR	Animals	Person/Thing		n
2950	MEANING	Speech and language	Person/Thing		n
2951	POUCH	Basic actions and technology	Person/Thing		n
2952	SLAB	Modern world	Person/Thing		n
2953	SLEEVE	Clothing and grooming	Person/Thing		n
2954	SLICE	Modern world	Person/Thing		n
2955	STATE (POLITICS)	Modern world	Person/Thing		n
2956	TUBE	Modern world	Person/Thing		n
2957	WARE	Modern world	Person/Thing		n
2958	LAUGHTER	Emotions and values	Person/Thing		n
2959	LEASH	Basic actions and technology	Person/Thing		n
2960	LONGING (WISH)	Emotions and values	Person/Thing		n
2961	MESSAGE	Speech and language	Person/Thing		n
2962	MOORLAND	The physical world	Person/Thing		n
2963	NET	Basic actions and technology	Person/Thing		n
2964	NEWS	Basic actions and technology	Person/Thing		n
2965	PAW	Animals	Person/Thing		n
2966	PERCH (FISH)	Animals	Person/Thing		n
2967	PIKE (FISH)	Animals	Person/Thing		n
2968	REASON	Emotions and values	Person/Thing		n
2969	RIBBON	Basic actions and technology	Person/Thing		n
2970	RIDDLE	Emotions and values	Person/Thing		n
2971	SIN	Religion and belief	Person/Thing		n
2972	SLEEP (STATE)	Basic actions and technology	Person/Thing		n
2973	STRAP	Basic actions and technology	Person/Thing		n
2974	SWARM (OF BIRDS)	Animals	Person/Thing		n
2975	THOUGHT	Cognition	Person/Thing		n
2976	VIOLENCE	Emotions and values	Person/Thing		n
2977	WORKER	Modern world	Person/Thing		n
2978	DISTANCE	Spatial relations	Person/Thing		n
2979	WALK (MANNER)	Basic actions and technology	Person/Thing		n
2980	AREA	The physical world	Person/Thing		n
2981	ITEM	The physical world	Person/Thing		n
2982	GIFT	Basic actions and technology	Person/Thing		n
2983	COMPANIONSHIP	Modern world	Person/Thing		n
2984	HEAP	Basic actions and technology	Person/Thing		n
2985	HEIGHT	Spatial relations	Person/Thing		n
2986	CAMPFIRE	Basic actions and technology	Person/Thing		n
2987	AMOUNT	Quantity	Person/Thing		n
2988	PATTERN	The physical world	Person/Thing		n
2989	FRINGE	Spatial relations	Person/Thing		n
2990	SACK	Basic actions and technology	Person/Thing		n
2991	SKI	Modern world	Person/Thing		n
2992	TIP (OF OBJECT)	Spatial relations	Person/Thing		n
2993	STROKE (OF PEN)	Modern world	Person/Thing		n
2994	SUPPORT (OF OBJECT)	Spatial relations	Person/Thing		n
2995	TONE (MUSIC)	Sense perception	Person/Thing		n
2996	WEALTH	Modern world	Person/Thing		n
2997	COLORFUL	Sense perception	Property		a
2998	DAMP	Sense perception	Property		a
2999	EVERYWHERE	Spatial relations	Other		n
3000	LIVING	The body	Property		a
3001	POWERFUL	Basic actions and technology	Property		a
3002	PRECIOUS	Emotions and values	Property		a
3003	SOLID	Sense perception	Property		a
3004	FORMER	Time	Other		n
3005	FAMILIAR	Emotions and values	Property		a
3006	SPACE (AVAILABLE)	Spatial relations	Person/Thing		n
3007	EUCALYPT	Agriculture and vegetation	Person/Thing		n
3008	ECHIDNA	Animals	Person/Thing		n
3009	WHITE COCKATOO	Animals	Person/Thing		n
3010	WAGTAIL	Animals	Person/Thing		n
3011	GRUB	Animals	Person/Thing		n
3012	BANDICOOT	Animals	Person/Thing		n
3013	BLACK COCKATOO	Animals	Person/Thing		n
3014	BLACK DUCK	Animals	Person/Thing		n
3015	PATERNAL GRANDMOTHER	Kinship	Person/Thing		n
3016	FIRE STICK	Basic actions and technology	Person/Thing		n
3017	MONITOR LIZARD	Animals	Person/Thing		n
3018	NATIVE CAT	Animals	Person/Thing		n
3019	SAND HILL	The physical world	Person/Thing		n
3020	BREAK (BREAKING)	Basic actions and technology	Action/Process		v
3021	BLUE TONGUED SKINK	Animals	Person/Thing		n
3022	TOP GRINDSTONE	Basic actions and technology	Person/Thing		n
3023	BOTTOM GRINDSTONE	Basic actions and technology	Person/Thing		n
3024	BRIDE PRICE	Social and political relations	Person/Thing		n
3025	BARN OR SHED	The house	Person/Thing		n
3026	CONJUNCTIVITIS	The body	Person/Thing		n
3027	COOKED CORN	Food and drink	Person/Thing		n
3028	GRAVEL	The physical world	Person/Thing		n
3029	SUGAR PALM	Agriculture and vegetation	Person/Thing		n
